[2019-01-11 18:48:15] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => login/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"885b0bf"}
[2019-01-11 20:06:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => queryReport/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"a02ff9b"}
[2019-01-11 20:08:00] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"dabab5c"}
[2019-01-11 20:08:00] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"9bc754f"}
[2019-01-11 20:08:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => queryReport/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"5cd7962"}
[2019-01-11 20:08:26] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"06bae2c"}
[2019-01-11 20:08:26] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"f600000"}
[2019-01-11 20:08:32] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => queryReport/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"69b5d30"}
[2019-01-11 20:09:11] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => queryReport/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"fd169a6"}
[2019-01-11 20:09:20] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => queryReport/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"8e9a4a2"}
[2019-01-11 20:11:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"7a400cb"}
[2019-01-11 20:11:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"31376a8"}
[2019-01-11 20:11:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"da52763"}
[2019-01-11 20:11:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"b15a798"}
[2019-01-11 20:11:17] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"913997f"}
[2019-01-11 20:12:17] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"add8e43"}
[2019-01-11 21:40:47] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"67fb60e"}
[2019-01-11 21:40:47] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"522616e"}
[2019-01-11 21:40:47] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"4cd5451"}
[2019-01-11 21:40:48] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"c2a4092"}
[2019-01-11 21:40:57] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"b617268"}
[2019-01-11 21:40:57] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"6e953f3"}
[2019-01-11 21:40:57] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"b33595f"}
[2019-01-11 21:40:57] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"cabcb31"}
[2019-01-11 21:47:04] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"8f82980"}
[2019-01-11 21:47:04] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"d186d4f"}
[2019-01-11 21:47:04] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"3509716"}
[2019-01-11 21:47:04] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"58b4be3"}
[2019-01-11 21:47:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"c93205e"}
[2019-01-11 21:47:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"0bfc0f4"}
[2019-01-11 21:47:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"149a7e6"}
[2019-01-11 21:47:34] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"052edb5"}
[2019-01-11 21:47:50] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"471a0a7"}
[2019-01-11 21:47:50] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"064cc0e"}
[2019-01-11 21:47:50] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"6d4bcb2"}
[2019-01-11 21:47:50] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"a3973c9"}
[2019-01-11 21:48:01] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => getPermissionList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"2d6d159"}
[2019-01-11 21:48:01] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => allRegion/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"a153145"}
[2019-01-11 21:48:01] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getAllDepartmentList/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"6c14154"}
[2019-01-11 21:48:01] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"84536a3"}
[2019-01-11 21:50:43] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/1/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"18accaf"}
[2019-01-11 21:50:45] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"e73cf7b"}
[2019-01-11 21:50:45] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"9b6b9db"}
[2019-01-11 21:50:45] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"e15452e"}
[2019-01-11 21:50:46] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"8f3b939"}
[2019-01-11 21:52:53] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"4d61d88"}
[2019-01-11 21:52:53] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"4f47363"}
[2019-01-11 21:52:53] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"b996196"}
[2019-01-11 21:52:53] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"8c260e7"}
[2019-01-11 21:52:58] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"bff361b"}
[2019-01-11 21:53:01] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/1/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"c87fb5c"}
[2019-01-11 21:53:01] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"42e08f1"}
[2019-01-11 21:53:03] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"538c1c4"}
[2019-01-11 21:53:03] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"648192f"}
[2019-01-11 21:53:03] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"3412898"}
[2019-01-11 21:55:05] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/1/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"8f95763"}
[2019-01-11 21:55:05] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"781f41d"}
[2019-01-11 21:55:06] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"fdbba4a"}
[2019-01-11 21:55:06] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"117997f"}
[2019-01-11 21:55:06] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"ee4ae27"}
[2019-01-11 21:55:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"cb6de7c"}
[2019-01-11 21:55:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"60e717c"}
[2019-01-11 21:55:09] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"49162b2"}
[2019-01-11 21:55:10] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"b998378"}
[2019-01-11 21:55:13] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"329a83a"}
[2019-01-11 21:55:13] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"cffde29"}
[2019-01-11 22:01:39] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"70e6b50"}
[2019-01-11 22:02:06] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"cd4384d"}
[2019-01-11 22:02:12] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"e2cb5b1"}
[2019-01-11 22:02:39] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"4d313c1"}
[2019-01-11 22:02:51] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => login/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"484c970"}
[2019-01-11 22:02:51] slim-app.INFO: Array [] {"uid":"484c970"}
[2019-01-11 22:02:51] slim-app.INFO: Find by username : test@dpo.go.th Password : P@ssw0rd [] {"uid":"484c970"}
[2019-01-11 22:02:51] slim-app.INFO: {"UserID":1548,"GroupID":234,"RegionID":1,"PositionID":4,"Username":"test@dpo.go.th","Password":"P@ssw0rd","FirstName":"\u0e01\u0e23\u0e1e\u0e08\u0e19\u0e4c","LastName":"\u0e2d\u0e38\u0e42\u0e06\u0e29\u0e01\u0e34\u0e08","Email":"testuser@dpo.go.th","Mobile":"0875162799","Tel":"08597548461","Fax":"0211114441","Picture":null,"CreateBy":1,"CreateDateTime":"1914-11-17 17:50:18","UpdateBy":1,"UpdateDateTime":"1914-11-17 17:50:18","InternalContact":"022225556","PositionName":"\u0e19\u0e31\u0e01\u0e1a\u0e23\u0e34\u0e2b\u0e32\u0e23","IsHeader":null,"IsConsult":null,"IsActing":null,"Rank":"6","SegID":"","Org":"\u0e41\u0e1c\u0e19\u0e01\u0e1e\u0e31\u0e12\u0e19\u0e32\u0e23\u0e30\u0e1a\u0e1a\u0e2a\u0e32\u0e23\u0e2a\u0e19\u0e40\u0e17\u0e28","OrgID":"204","StaffID":"123465789","DataID":null,"LoginSession":"MTU0ODo6MjAxOTAxMTExODQ4MTU6OlVGVENGRkFQT0tNRlRJTVRRV1hPUURQTUNBSUM=","PinID":1234,"RegionName":"\u0e2d.\u0e2a.\u0e04. \u0e2a\u0e33\u0e19\u0e31\u0e01\u0e07\u0e32\u0e19\u0e43\u0e2b\u0e0d\u0e48 \u0e21\u0e27\u0e01\u0e40\u0e2b\u0e25\u0e47\u0e01","OrgName":"\u0e41\u0e1c\u0e19\u0e01\u0e1e\u0e31\u0e12\u0e19\u0e32\u0e23\u0e30\u0e1a\u0e1a\u0e2a\u0e32\u0e23\u0e2a\u0e19\u0e40\u0e17\u0e28","UpperOrgName":"\u0e01\u0e2d\u0e07\u0e40\u0e17\u0e04\u0e42\u0e19\u0e42\u0e25\u0e22\u0e35\u0e2a\u0e32\u0e23\u0e2a\u0e19\u0e40\u0e17\u0e28"} [] {"uid":"484c970"}
[2019-01-11 22:02:52] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"61f5c15"}
[2019-01-11 22:02:52] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"97878e9"}
[2019-01-11 22:02:52] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getHomePageCalendar/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"23ee9c7"}
[2019-01-11 22:02:52] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"8930355"}
[2019-01-11 22:02:57] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"cac40f2"}
[2019-01-11 22:02:57] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => leaves/notification/get/testuser@dpo.go.th : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"bf3ff8b"}
[2019-01-11 22:04:24] slim-app.INFO: IP => 127.0.0.1 : METHOD => POST : ACTION => docs/list/ : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"bb28925"}
[2019-01-11 22:04:35] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getNewsFeed/1 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"6df2aa5"}
[2019-01-11 22:04:35] slim-app.INFO: IP => 127.0.0.1 : METHOD => GET : ACTION => getRoomReserveDetail/1/2019-01-11 : FROM => Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15 [] {"uid":"697340e"}
